lemma_de,article,part_of_speech,current_meaning_ja,candidate_meaning_ja,query,review_status,notes
Ruhm,der,noun,名声,名声,Ruhm,machine_candidate,Review before applying to seed
rund,,unknown,周り,周り,rund,machine_candidate,Review before applying to seed
Sache,die,noun,案件,案件,Sache,machine_candidate,Review before applying to seed
Saft,der,noun,ジュース,ジュース,Saft,machine_candidate,Review before applying to seed
sagen,,verb,言う,言う,sagen,machine_candidate,Review before applying to seed
Salat,der,noun,レタス,レタス,Salat,machine_candidate,Review before applying to seed
Salz,das,noun,塩,塩,Salz,machine_candidate,Review before applying to seed
sammeln,,verb,集める,集める,sammeln,machine_candidate,Review before applying to seed
Sänger,der,noun,歌手,歌手,Sänger,machine_candidate,Review before applying to seed
Satellit,der,noun,衛星,衛星,Satellit,machine_candidate,Review before applying to seed
satt,,unknown,うんざり,うんざり,satt,machine_candidate,Review before applying to seed
Satz,der,noun,文,文,Satz,machine_candidate,Review before applying to seed
sauber,,unknown,クリーン,クリーン,sauber,machine_candidate,Review before applying to seed
sauer,,unknown,酸っぱい,酸っぱい,sauer,machine_candidate,Review before applying to seed
Schach,das,noun,チェス,チェス,Schach,machine_candidate,Review before applying to seed
schade,,unknown,残念な,残念な,schade,machine_candidate,Review before applying to seed
Schaden,der,noun,ダメージ,ダメージ,Schaden,machine_candidate,Review before applying to seed
schaffen,,verb,作成する,作成する,schaffen,machine_candidate,Review before applying to seed
Schalter,der,noun,スイッチ,スイッチ,Schalter,machine_candidate,Review before applying to seed
scharf,,unknown,シャープ,シャープ,scharf,machine_candidate,Review before applying to seed
Schatten,der,noun,影,影,Schatten,machine_candidate,Review before applying to seed
Schauen,,verb,見る,見る,Schauen,machine_candidate,Review before applying to seed
Schauspiel,das,noun,演技,演技,Schauspiel,machine_candidate,Review before applying to seed
Schauspieler,der,noun,俳優,俳優,Schauspieler,machine_candidate,Review before applying to seed
Scheck,der,noun,チェック,チェック,Scheck,machine_candidate,Review before applying to seed
Schein,der,noun,外観,外観,Schein,machine_candidate,Review before applying to seed
scheinen,,verb,思われる,思われる,scheinen,machine_candidate,Review before applying to seed
schenken,,verb,与える,与える,schenken,machine_candidate,Review before applying to seed
Schere,die,noun,ハサミ,ハサミ,Schere,machine_candidate,Review before applying to seed
Scherz,der,noun,ジョーク,ジョーク,Scherz,machine_candidate,Review before applying to seed
schicken,,verb,送信,送信,schicken,machine_candidate,Review before applying to seed
Schicksal,das,noun,運命,運命,Schicksal,machine_candidate,Review before applying to seed
Schiff,das,noun,船,船,Schiff,machine_candidate,Review before applying to seed
Schild,der,noun,サイン,サイン,Schild,machine_candidate,Review before applying to seed
Schinken,der,noun,ハム,ハム,Schinken,machine_candidate,Review before applying to seed
Schirm,der,noun,画面,画面,Schirm,machine_candidate,Review before applying to seed
schlafen,,verb,寝る,寝る,schlafen,machine_candidate,Review before applying to seed
schlagen,,verb,打つ,打つ,schlagen,machine_candidate,Review before applying to seed
schlank,,unknown,スリム,スリム,schlank,machine_candidate,Review before applying to seed
schlecht,,unknown,悪い,悪い,schlecht,machine_candidate,Review before applying to seed
schließen,,verb,近い,近い,schließen,machine_candidate,Review before applying to seed
schließlich,,adjective,ついに,ついに,schließlich,machine_candidate,Review before applying to seed
schlimm,,unknown,ひどい,ひどい,schlimm,machine_candidate,Review before applying to seed
Schloss,das,noun,ロック,ロック,Schloss,machine_candidate,Review before applying to seed
Schluss,der,noun,エンディング,エンディング,Schluss,machine_candidate,Review before applying to seed
Schlüssel,der,noun,鍵,鍵,Schlüssel,machine_candidate,Review before applying to seed
schmal,,unknown,狭い,狭い,schmal,machine_candidate,Review before applying to seed
schmecken,,verb,おいしい,おいしい,schmecken,machine_candidate,Review before applying to seed
Schmerz,der,noun,痛み,痛み,Schmerz,machine_candidate,Review before applying to seed
Schmetterling,der,noun,蝶,蝶,Schmetterling,machine_candidate,Review before applying to seed
Schmuck,der,noun,ジュエリー,ジュエリー,Schmuck,machine_candidate,Review before applying to seed
schmutzig,,adjective,汚い,汚い,schmutzig,machine_candidate,Review before applying to seed
Schnee,der,noun,雪,雪,Schnee,machine_candidate,Review before applying to seed
schneiden,,verb,カット,カット,schneiden,machine_candidate,Review before applying to seed
schneien,,verb,雪,雪,schneien,machine_candidate,Review before applying to seed
schnell,,unknown,速い,速い,schnell,machine_candidate,Review before applying to seed
Schokolade,die,noun,チョコレート,チョコレート,Schokolade,machine_candidate,Review before applying to seed
schön,,unknown,ニース,ニース,schön,machine_candidate,Review before applying to seed
Schrank,der,noun,ワードローブ,ワードローブ,Schrank,machine_candidate,Review before applying to seed
schreiben,,verb,書く,書く,schreiben,machine_candidate,Review before applying to seed
schreien,,verb,悲鳴,悲鳴,schreien,machine_candidate,Review before applying to seed
Schrift,die,noun,書き込み,書き込み,Schrift,machine_candidate,Review before applying to seed
Schriftsteller,der,noun,ライター,ライター,Schriftsteller,machine_candidate,Review before applying to seed
Schuh,der,noun,靴,靴,Schuh,machine_candidate,Review before applying to seed
schuldig,,adjective,有罪,有罪,schuldig,machine_candidate,Review before applying to seed
Schule,die,noun,学校,学校,Schule,machine_candidate,Review before applying to seed
Schüler,der,noun,生徒,生徒,Schüler,machine_candidate,Review before applying to seed
Schulter,die,noun,ショルダー,ショルダー,Schulter,machine_candidate,Review before applying to seed
schützen,,verb,守る,守る,schützen,machine_candidate,Review before applying to seed
schwach,,unknown,弱い,弱い,schwach,machine_candidate,Review before applying to seed
schwarz,,unknown,黒,黒,schwarz,machine_candidate,Review before applying to seed
schweigen,,verb,黙ってください,黙ってください,schweigen,machine_candidate,Review before applying to seed
Schwein,das,noun,豚,豚,Schwein,machine_candidate,Review before applying to seed
schwer,,unknown,難しい,難しい,schwer,machine_candidate,Review before applying to seed
Schwester,die,noun,妹,妹,Schwester,machine_candidate,Review before applying to seed
schwierig,,adjective,難しい,難しい,schwierig,machine_candidate,Review before applying to seed
Schwimmbad,das,noun,スイミングプール,スイミングプール,Schwimmbad,machine_candidate,Review before applying to seed
schwimmen,,verb,泳ぐ,泳ぐ,schwimmen,machine_candidate,Review before applying to seed
schwitzen,,verb,汗,汗,schwitzen,machine_candidate,Review before applying to seed
See,der,noun,湖,湖,See,machine_candidate,Review before applying to seed
Seele,die,noun,魂,魂,Seele,machine_candidate,Review before applying to seed
sehen,,verb,見る,見る,sehen,machine_candidate,Review before applying to seed
Sehenswürdigkeit,die,noun,アトラクション,アトラクション,Sehenswürdigkeit,machine_candidate,Review before applying to seed
sehr,,unknown,とても,とても,sehr,machine_candidate,Review before applying to seed
sein,,unknown,である、いる,である、いる,sein,machine_candidate,Review before applying to seed
seit,,unknown,以来,以来,seit,machine_candidate,Review before applying to seed
Seite,die,noun,ページ,ページ,Seite,machine_candidate,Review before applying to seed
Sekretärin,die,noun,秘書,秘書,Sekretärin,machine_candidate,Review before applying to seed
Sekunde,die,noun,2番,2番,Sekunde,machine_candidate,Review before applying to seed
selbst,,unknown,自分自身,自分自身,selbst,machine_candidate,Review before applying to seed
selten,,verb,めったに,めったに,selten,machine_candidate,Review before applying to seed
Semester,das,noun,学期,学期,Semester,machine_candidate,Review before applying to seed
senden,,verb,送信,送信,senden,machine_candidate,Review before applying to seed
Sessel,der,noun,アームチェア,アームチェア,Sessel,machine_candidate,Review before applying to seed
setzen,,verb,置く、座らせる,置く、座らせる,setzen,machine_candidate,Review before applying to seed
sich,,unknown,自体,自体,sich,machine_candidate,Review before applying to seed
sicher,,unknown,安全な,安全な,sicher,machine_candidate,Review before applying to seed
Silber,das,noun,銀,銀,Silber,machine_candidate,Review before applying to seed
silbern,,verb,銀,銀,silbern,machine_candidate,Review before applying to seed
Silvester,der,noun,大晦日,大晦日,Silvester,machine_candidate,Review before applying to seed
singen,,verb,歌う,歌う,singen,machine_candidate,Review before applying to seed
sinken,,verb,シンク,シンク,sinken,machine_candidate,Review before applying to seed
Sinn,der,noun,センス,センス,Sinn,machine_candidate,Review before applying to seed
Sitte,die,noun,カスタム,カスタム,Sitte,machine_candidate,Review before applying to seed
sitzen,,verb,座っている,座っている,sitzen,machine_candidate,Review before applying to seed
Sitzung,die,noun,ミーティング,ミーティング,Sitzung,machine_candidate,Review before applying to seed
Ski,der,noun,スキー,スキー,Ski,machine_candidate,Review before applying to seed
so,,unknown,それで,それで,so,machine_candidate,Review before applying to seed
Socken,der,noun,ソックス,ソックス,Socken,machine_candidate,Review before applying to seed
Sofa,das,noun,ソファー,ソファー,Sofa,machine_candidate,Review before applying to seed
sofort,,unknown,すぐに,すぐに,sofort,machine_candidate,Review before applying to seed
sogar,,unknown,平,平,sogar,machine_candidate,Review before applying to seed
Sohn,der,noun,息子,息子,Sohn,machine_candidate,Review before applying to seed
Soldat,der,noun,兵士,兵士,Soldat,machine_candidate,Review before applying to seed
sollen,,verb,すべきである,すべきである,sollen,machine_candidate,Review before applying to seed
Sommer,der,noun,夏,夏,Sommer,machine_candidate,Review before applying to seed
sondern,,verb,それよりも,それよりも,sondern,machine_candidate,Review before applying to seed
Sonne,die,noun,太陽,太陽,Sonne,machine_candidate,Review before applying to seed
sonst,,unknown,さもないと,さもないと,sonst,machine_candidate,Review before applying to seed
Sorge,die,noun,心配事,心配事,Sorge,machine_candidate,Review before applying to seed
sorgen,,verb,世話をする,世話をする,sorgen,machine_candidate,Review before applying to seed
Sorte,die,noun,バラエティ,バラエティ,Sorte,machine_candidate,Review before applying to seed
Soße,die,noun,ソース,ソース,Soße,machine_candidate,Review before applying to seed
sowohl,,unknown,同様に,同様に,sowohl,machine_candidate,Review before applying to seed
sozial,,unknown,社交,社交,sozial,machine_candidate,Review before applying to seed
sparen,,verb,保存,保存,sparen,machine_candidate,Review before applying to seed
Spaß,der,noun,楽しい,楽しい,Spaß,machine_candidate,Review before applying to seed
spät,,unknown,遅い,遅い,spät,machine_candidate,Review before applying to seed
später,,unknown,後で,後で,später,machine_candidate,Review before applying to seed
spazieren,,verb,散歩,散歩,spazieren,machine_candidate,Review before applying to seed
Spaziergang,der,noun,散歩,散歩,Spaziergang,machine_candidate,Review before applying to seed
Speisekarte,die,noun,メニュー,メニュー,Speisekarte,machine_candidate,Review before applying to seed
Spiegel,der,noun,鏡,鏡,Spiegel,machine_candidate,Review before applying to seed
Spiel,das,noun,ゲーム,ゲーム,Spiel,machine_candidate,Review before applying to seed
spielen,,verb,遊ぶ,遊ぶ,spielen,machine_candidate,Review before applying to seed
Sport,der,noun,スポーツ,スポーツ,Sport,machine_candidate,Review before applying to seed
Sprache,die,noun,言語,言語,Sprache,machine_candidate,Review before applying to seed
sprechen,,verb,話す,話す,sprechen,machine_candidate,Review before applying to seed
springen,,verb,ジャンプ,ジャンプ,springen,machine_candidate,Review before applying to seed
Spur,die,noun,追跡,追跡,Spur,machine_candidate,Review before applying to seed
Staat,der,noun,州,州,Staat,machine_candidate,Review before applying to seed
Stadt,die,noun,市,市,Stadt,machine_candidate,Review before applying to seed
Stadtplan,der,noun,地図,地図,Stadtplan,machine_candidate,Review before applying to seed
stammen,,verb,発生する,発生する,stammen,machine_candidate,Review before applying to seed
stark,,unknown,強い,強い,stark,machine_candidate,Review before applying to seed
statt,,unknown,の代わりに,の代わりに,statt,machine_candidate,Review before applying to seed
stattfinden,,verb,行われる,行われる,stattfinden,machine_candidate,Review before applying to seed
Staubsauger,der,noun,掃除機,掃除機,Staubsauger,machine_candidate,Review before applying to seed
staunen,,verb,驚異,驚異,staunen,machine_candidate,Review before applying to seed
stecken,,verb,置く,置く,stecken,machine_candidate,Review before applying to seed
stehen,,verb,立っている,立っている,stehen,machine_candidate,Review before applying to seed
stehlen,,verb,窃盗,窃盗,stehlen,machine_candidate,Review before applying to seed
steigen,,verb,登る,登る,steigen,machine_candidate,Review before applying to seed
Stein,der,noun,石,石,Stein,machine_candidate,Review before applying to seed
Stelle,die,noun,位置,位置,Stelle,machine_candidate,Review before applying to seed
stellen,,verb,立てて置く,立てて置く,stellen,machine_candidate,Review before applying to seed
sterben,,verb,死ぬ,死ぬ,sterben,machine_candidate,Review before applying to seed
Stern,der,noun,星,星,Stern,machine_candidate,Review before applying to seed
Stiefel,der,noun,ブーツ,ブーツ,Stiefel,machine_candidate,Review before applying to seed
Stil,der,noun,スタイル,スタイル,Stil,machine_candidate,Review before applying to seed
still,,unknown,静けさ,静けさ,still,machine_candidate,Review before applying to seed
Stimme,die,noun,同意する,同意する,Stimme,machine_candidate,Review before applying to seed
stimmen,,verb,声,声,stimmen,machine_candidate,Review before applying to seed
Stock,der,noun,ストック,ストック,Stock,machine_candidate,Review before applying to seed
Stoff,der,noun,材料,材料,Stoff,machine_candidate,Review before applying to seed
stolz,,unknown,誇りに思う,誇りに思う,stolz,machine_candidate,Review before applying to seed
stören,,verb,乱す,乱す,stören,machine_candidate,Review before applying to seed
stoßen,,verb,バンプ,バンプ,stoßen,machine_candidate,Review before applying to seed
Strafe,die,noun,ペナルティ,ペナルティ,Strafe,machine_candidate,Review before applying to seed
Straße,die,noun,通り,通り,Straße,machine_candidate,Review before applying to seed
Straßenbahn,die,noun,トラム,トラム,Straßenbahn,machine_candidate,Review before applying to seed
Strecke,die,noun,ルート,ルート,Strecke,machine_candidate,Review before applying to seed
streiten,,verb,主張する,主張する,streiten,machine_candidate,Review before applying to seed
streng,,unknown,厳密に,厳密に,streng,machine_candidate,Review before applying to seed
Strom,der,noun,電気,電気,Strom,machine_candidate,Review before applying to seed
Strumpf,der,noun,ストッキング,ストッキング,Strumpf,machine_candidate,Review before applying to seed
Stück,das,noun,ピース,ピース,Stück,machine_candidate,Review before applying to seed
Student,der,noun,学生,学生,Student,machine_candidate,Review before applying to seed
Studentenheim,das,noun,学生寮,学生寮,Studentenheim,machine_candidate,Review before applying to seed
studieren,,verb,勉強,勉強,studieren,machine_candidate,Review before applying to seed
Studium,das,noun,研究,研究,Studium,machine_candidate,Review before applying to seed
Stufe,die,noun,レベル,レベル,Stufe,machine_candidate,Review before applying to seed
Stuhl,der,noun,椅子,椅子,Stuhl,machine_candidate,Review before applying to seed
stumm,,unknown,ミュート,ミュート,stumm,machine_candidate,Review before applying to seed
Stunde,die,noun,時間,時間,Stunde,machine_candidate,Review before applying to seed
Sturm,der,noun,嵐,嵐,Sturm,machine_candidate,Review before applying to seed
stürzen,,verb,秋,秋,stürzen,machine_candidate,Review before applying to seed
suchen,,verb,求める,求める,suchen,machine_candidate,Review before applying to seed
Süden,der,noun,南,南,Süden,machine_candidate,Review before applying to seed
Supermarkt,der,noun,スーパーマーケット,スーパーマーケット,Supermarkt,machine_candidate,Review before applying to seed
Suppe,die,noun,スープ,スープ,Suppe,machine_candidate,Review before applying to seed
süß,,unknown,甘い,甘い,süß,machine_candidate,Review before applying to seed
Symbol,das,noun,シンボル,シンボル,Symbol,machine_candidate,Review before applying to seed
System,das,noun,システム,システム,System,machine_candidate,Review before applying to seed
T-Shirt,das,noun,Tシャツ,Tシャツ,T-Shirt,machine_candidate,Review before applying to seed
Tablette,die,noun,錠剤,錠剤,Tablette,machine_candidate,Review before applying to seed
Tag,der,noun,日,日,Tag,machine_candidate,Review before applying to seed
täglich,,adjective,毎日,毎日,täglich,machine_candidate,Review before applying to seed
Tante,die,noun,叔母,叔母,Tante,machine_candidate,Review before applying to seed
tanzen,,verb,ダンス,ダンス,tanzen,machine_candidate,Review before applying to seed
Tasche,die,noun,バッグ,バッグ,Tasche,machine_candidate,Review before applying to seed
Tasse,die,noun,カップ,カップ,Tasse,machine_candidate,Review before applying to seed
Tatsache,die,noun,事実,事実,Tatsache,machine_candidate,Review before applying to seed
Taxi,das,noun,タクシー,タクシー,Taxi,machine_candidate,Review before applying to seed
Technik,die,noun,テクノロジー,テクノロジー,Technik,machine_candidate,Review before applying to seed
technisch,,adjective,技術的に,技術的に,technisch,machine_candidate,Review before applying to seed
Technologie,die,noun,テクノロジー,テクノロジー,Technologie,machine_candidate,Review before applying to seed
Tee,der,noun,お茶,お茶,Tee,machine_candidate,Review before applying to seed
Teil,das,noun,一部,一部,Teil,machine_candidate,Review before applying to seed
teilen,,verb,スプリット,スプリット,teilen,machine_candidate,Review before applying to seed
teilnehmen,,verb,参加する,参加する,teilnehmen,machine_candidate,Review before applying to seed
Telefon,das,noun,電話,電話,Telefon,machine_candidate,Review before applying to seed
telefonieren,,verb,電話をかける,電話をかける,telefonieren,machine_candidate,Review before applying to seed
Teller,der,noun,皿,皿,Teller,machine_candidate,Review before applying to seed
Temperatur,die,noun,温度,温度,Temperatur,machine_candidate,Review before applying to seed
Tennis,das,noun,テニス,テニス,Tennis,machine_candidate,Review before applying to seed
Teppich,der,noun,カーペット,カーペット,Teppich,machine_candidate,Review before applying to seed
teuer,,unknown,高い,高い,teuer,machine_candidate,Review before applying to seed
Theater,das,noun,劇場,劇場,Theater,machine_candidate,Review before applying to seed
tief,,unknown,深い,深い,tief,machine_candidate,Review before applying to seed
Tier,das,noun,動物,動物,Tier,machine_candidate,Review before applying to seed
Tisch,der,noun,テーブル,テーブル,Tisch,machine_candidate,Review before applying to seed
Tochter,die,noun,娘,娘,Tochter,machine_candidate,Review before applying to seed
Tod,der,noun,死,死,Tod,machine_candidate,Review before applying to seed
Toilette,die,noun,トイレ,トイレ,Toilette,machine_candidate,Review before applying to seed
toll,,unknown,素晴らしい,素晴らしい,toll,machine_candidate,Review before applying to seed
Tomate,die,noun,トマト,トマト,Tomate,machine_candidate,Review before applying to seed
Ton,der,noun,粘土,粘土,Ton,machine_candidate,Review before applying to seed
Topf,der,noun,ポット,ポット,Topf,machine_candidate,Review before applying to seed
tot,,unknown,死んだ,死んだ,tot,machine_candidate,Review before applying to seed
Tourist,der,noun,観光客,観光客,Tourist,machine_candidate,Review before applying to seed
tragen,,verb,運ぶ,運ぶ,tragen,machine_candidate,Review before applying to seed
Träne,die,noun,破れ目,破れ目,Träne,machine_candidate,Review before applying to seed
Traube,die,noun,グレープ,グレープ,Traube,machine_candidate,Review before applying to seed
trauen,,verb,信頼,信頼,trauen,machine_candidate,Review before applying to seed
Traum,der,noun,夢,夢,Traum,machine_candidate,Review before applying to seed
träumen,,verb,夢,夢,träumen,machine_candidate,Review before applying to seed
traurig,,adjective,悲しい,悲しい,traurig,machine_candidate,Review before applying to seed
treffen,,verb,会う,会う,treffen,machine_candidate,Review before applying to seed
treiben,,verb,運転する,運転する,treiben,machine_candidate,Review before applying to seed
trennen,,verb,別,別,trennen,machine_candidate,Review before applying to seed
Treppe,die,noun,階段,階段,Treppe,machine_candidate,Review before applying to seed
treten,,verb,ステップ,ステップ,treten,machine_candidate,Review before applying to seed
trinken,,verb,飲む,飲む,trinken,machine_candidate,Review before applying to seed
trocken,,verb,ドライ,ドライ,trocken,machine_candidate,Review before applying to seed
Trost,der,noun,慰め,慰め,Trost,machine_candidate,Review before applying to seed
trotz,,unknown,にもかかわらず,にもかかわらず,trotz,machine_candidate,Review before applying to seed
trotzdem,,unknown,それにもかかわらず,それにもかかわらず,trotzdem,machine_candidate,Review before applying to seed
Tuch,das,noun,布,布,Tuch,machine_candidate,Review before applying to seed
tüchtig,,adjective,効率的,効率的,tüchtig,machine_candidate,Review before applying to seed
tun,,unknown,する,する,tun,machine_candidate,Review before applying to seed
Tür,die,noun,ドア,ドア,Tür,machine_candidate,Review before applying to seed
Turm,der,noun,タワー,タワー,Turm,machine_candidate,Review before applying to seed
Tüte,die,noun,バッグ,バッグ,Tüte,machine_candidate,Review before applying to seed
typisch,,adjective,典型的な,典型的な,typisch,machine_candidate,Review before applying to seed
U-Bahn,die,noun,地下鉄,地下鉄,U-Bahn,machine_candidate,Review before applying to seed
üben,,verb,練習する,練習する,üben,machine_candidate,Review before applying to seed
über,,unknown,上,上,über,machine_candidate,Review before applying to seed
überall,,unknown,どこでも,どこでも,überall,machine_candidate,Review before applying to seed
überhaupt,,unknown,まったく,まったく,überhaupt,machine_candidate,Review before applying to seed
überlegen,,verb,優れた,優れた,überlegen,machine_candidate,Review before applying to seed
übermorgen,,verb,明後日,明後日,übermorgen,machine_candidate,Review before applying to seed
übernachten,,verb,一晩泊まる,一晩泊まる,übernachten,machine_candidate,Review before applying to seed
überqueren,,verb,渡る,渡る,überqueren,machine_candidate,Review before applying to seed
überraschen,,verb,驚き,驚き,überraschen,machine_candidate,Review before applying to seed
übersetzen,,verb,翻訳する,翻訳する,übersetzen,machine_candidate,Review before applying to seed
Übersetzung,die,noun,翻訳,翻訳,Übersetzung,machine_candidate,Review before applying to seed
übrigens,,unknown,ところで,ところで,übrigens,machine_candidate,Review before applying to seed
Übung,die,noun,エクササイズ,エクササイズ,Übung,machine_candidate,Review before applying to seed
Uhr,die,noun,クロック,クロック,Uhr,machine_candidate,Review before applying to seed
um,,unknown,周り,周り,um,machine_candidate,Review before applying to seed
Umgebung,die,noun,近傍,近傍,Umgebung,machine_candidate,Review before applying to seed
umsteigen,,verb,移行,移行,umsteigen,machine_candidate,Review before applying to seed
Umwelt,die,noun,環境,環境,Umwelt,machine_candidate,Review before applying to seed
umziehen,,verb,動く,動く,umziehen,machine_candidate,Review before applying to seed
unbedingt,,unknown,絶対に,絶対に,unbedingt,machine_candidate,Review before applying to seed
und,,unknown,そして,そして,und,machine_candidate,Review before applying to seed
Unfall,der,noun,事故,事故,Unfall,machine_candidate,Review before applying to seed
ungefähr,,unknown,約,約,ungefähr,machine_candidate,Review before applying to seed
Unglück,das,noun,事故,事故,Unglück,machine_candidate,Review before applying to seed
Uniform,die,noun,ユニフォーム,ユニフォーム,Uniform,machine_candidate,Review before applying to seed
Universität,die,noun,大学,大学,Universität,machine_candidate,Review before applying to seed
unmöglich,,adjective,不可能,不可能,unmöglich,machine_candidate,Review before applying to seed
unten,,verb,下に,下に,unten,machine_candidate,Review before applying to seed
unter,,unknown,下,下,unter,machine_candidate,Review before applying to seed
unterhalten,,verb,楽しませる,楽しませる,unterhalten,machine_candidate,Review before applying to seed
Unterhaltung,die,noun,エンターテインメント,エンターテインメント,Unterhaltung,machine_candidate,Review before applying to seed
Unternehmen,das,noun,追求する,追求する,Unternehmen,machine_candidate,Review before applying to seed
Unterricht,der,noun,命令,命令,Unterricht,machine_candidate,Review before applying to seed
unterscheiden,,verb,差別化する,差別化する,unterscheiden,machine_candidate,Review before applying to seed
Unterschied,der,noun,違い,違い,Unterschied,machine_candidate,Review before applying to seed
unterschreiben,,verb,サイン,サイン,unterschreiben,machine_candidate,Review before applying to seed
Unterschrift,die,noun,サイン,サイン,Unterschrift,machine_candidate,Review before applying to seed
untersuchen,,verb,調査する,調査する,untersuchen,machine_candidate,Review before applying to seed
Urlaub,der,noun,休暇,休暇,Urlaub,machine_candidate,Review before applying to seed
Ursache,die,noun,原因,原因,Ursache,machine_candidate,Review before applying to seed
Urteil,das,noun,評決,評決,Urteil,machine_candidate,Review before applying to seed
Vase,die,noun,花瓶,花瓶,Vase,machine_candidate,Review before applying to seed
Vater,der,noun,父親,父親,Vater,machine_candidate,Review before applying to seed
verantwortlich,,adjective,責任者,責任者,verantwortlich,machine_candidate,Review before applying to seed
Verantwortung,die,noun,責任,責任,Verantwortung,machine_candidate,Review before applying to seed
verbieten,,verb,禁止する,禁止する,verbieten,machine_candidate,Review before applying to seed
Verbrechen,das,noun,犯罪,犯罪,Verbrechen,machine_candidate,Review before applying to seed
verbringen,,verb,過ごす,過ごす,verbringen,machine_candidate,Review before applying to seed
verdienen,,verb,得る,得る,verdienen,machine_candidate,Review before applying to seed
Verein,der,noun,協会,協会,Verein,machine_candidate,Review before applying to seed
Verfassung,die,noun,憲法,憲法,Verfassung,machine_candidate,Review before applying to seed
Vergangenheit,die,noun,過去,過去,Vergangenheit,machine_candidate,Review before applying to seed
vergessen,,verb,忘れる,忘れる,vergessen,machine_candidate,Review before applying to seed
vergleichen,,verb,比較する,比較する,vergleichen,machine_candidate,Review before applying to seed
Vergnügen,das,noun,楽しみ,楽しみ,Vergnügen,machine_candidate,Review before applying to seed
Verhältnis,das,noun,関係,関係,Verhältnis,machine_candidate,Review before applying to seed
verheiratet,,unknown,既婚,既婚,verheiratet,machine_candidate,Review before applying to seed
verkaufen,,verb,売る,売る,verkaufen,machine_candidate,Review before applying to seed
Verkäuferin,die,noun,店員,店員,Verkäuferin,machine_candidate,Review before applying to seed
Verkehr,der,noun,渋滞,渋滞,Verkehr,machine_candidate,Review before applying to seed
verlangen,,verb,要求,要求,verlangen,machine_candidate,Review before applying to seed
verlassen,,verb,離れる,離れる,verlassen,machine_candidate,Review before applying to seed
verletzen,,verb,傷つける,傷つける,verletzen,machine_candidate,Review before applying to seed
verlieren,,verb,失う,失う,verlieren,machine_candidate,Review before applying to seed
verpassen,,verb,逃す,逃す,verpassen,machine_candidate,Review before applying to seed
versäumen,,verb,逃す,逃す,versäumen,machine_candidate,Review before applying to seed
verschieden,,verb,違う,違う,verschieden,machine_candidate,Review before applying to seed
verschwinden,,verb,消える,消える,verschwinden,machine_candidate,Review before applying to seed
Verspätung,die,noun,遅刻,遅刻,Verspätung,machine_candidate,Review before applying to seed
versprechen,,verb,約束,約束,versprechen,machine_candidate,Review before applying to seed
verstehen,,verb,理解する,理解する,verstehen,machine_candidate,Review before applying to seed
Versuch,der,noun,試み,試み,Versuch,machine_candidate,Review before applying to seed
versuchen,,verb,試み,試み,versuchen,machine_candidate,Review before applying to seed
Vertrag,der,noun,契約,契約,Vertrag,machine_candidate,Review before applying to seed
vertreten,,verb,代表する,代表する,vertreten,machine_candidate,Review before applying to seed
Verwandte,die,noun,関連している,関連している,Verwandte,machine_candidate,Review before applying to seed
verzeihen,,verb,許し,許し,verzeihen,machine_candidate,Review before applying to seed
viel,,unknown,多くの,多くの,viel,machine_candidate,Review before applying to seed
vielleicht,,unknown,多分,多分,vielleicht,machine_candidate,Review before applying to seed
Viertel,das,noun,四半期,四半期,Viertel,machine_candidate,Review before applying to seed
violett,,unknown,バイオレット,バイオレット,violett,machine_candidate,Review before applying to seed
Visum,das,noun,ビザ,ビザ,Visum,machine_candidate,Review before applying to seed
Vogel,der,noun,鳥,鳥,Vogel,machine_candidate,Review before applying to seed
Volk,das,noun,人々,人々,Volk,machine_candidate,Review before applying to seed
voll,,unknown,満杯,満杯,voll,machine_candidate,Review before applying to seed
vollkommen,,verb,完全に,完全に,vollkommen,machine_candidate,Review before applying to seed
von,,unknown,から,から,von,machine_candidate,Review before applying to seed
vor,,unknown,前に,前に,vor,machine_candidate,Review before applying to seed
voraus,,unknown,あらかじめ,あらかじめ,voraus,machine_candidate,Review before applying to seed
vorbei,,unknown,以上,以上,vorbei,machine_candidate,Review before applying to seed
vorbereiten,,verb,準備する,準備する,vorbereiten,machine_candidate,Review before applying to seed
vorgestern,,verb,一昨日,一昨日,vorgestern,machine_candidate,Review before applying to seed
vorhaben,,verb,プラン,プラン,vorhaben,machine_candidate,Review before applying to seed
vorher,,unknown,以前,以前,vorher,machine_candidate,Review before applying to seed
vorkommen,,verb,起こる,起こる,vorkommen,machine_candidate,Review before applying to seed
Vorlesung,die,noun,講義,講義,Vorlesung,machine_candidate,Review before applying to seed
Vormittag,der,noun,遅い朝,遅い朝,Vormittag,machine_candidate,Review before applying to seed
vormittags,,unknown,朝,朝,vormittags,machine_candidate,Review before applying to seed
vorn,,unknown,フロント,フロント,vorn,machine_candidate,Review before applying to seed
Vorname,der,noun,ファーストネーム,ファーストネーム,Vorname,machine_candidate,Review before applying to seed
Vorschlag,der,noun,提案,提案,Vorschlag,machine_candidate,Review before applying to seed
Vorsicht,die,noun,注意,注意,Vorsicht,machine_candidate,Review before applying to seed
vorsichtig,,adjective,用心深い,用心深い,vorsichtig,machine_candidate,Review before applying to seed
Vorstadt,die,noun,郊外,郊外,Vorstadt,machine_candidate,Review before applying to seed
vorstellen,,verb,導入,導入,vorstellen,machine_candidate,Review before applying to seed
